Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked
0,1.0,1.0,0.43315207853187637,0.125,0.0,0.36814570743360975,1.0
1,0.0,0.0,0.5794308998041521,0.125,0.0,0.6150876604606529,0.0
1,1.0,0.0,0.4623461705678389,0.0,0.0,0.43828637974458046,1.0
1,0.0,0.0,0.5638056570361273,0.125,0.0,0.5951117782251508,1.0
0,1.0,1.0,0.5638056570361273,0.0,0.0,0.4483469373725304,1.0
0,1.0,1.0,0.4978259932790342,0.0,0.0,0.45713454434060097,0.5
0,0.0,1.0,0.6571603408131788,0.0,0.0,0.5893723924921064,1.0
0,1.0,1.0,0.3025785219266238,0.375,0.16666666666666666,0.5236656813522597,1.0
1,1.0,0.0,0.4675096096866259,0.0,0.3333333333333333,0.4783210927660373,1.0
1,0.5,0.0,0.3662656893461075,0.125,0.0,0.5616233550458076,0.0
1,1.0,0.0,0.32945315255386226,0.125,0.16666666666666666,0.5133270005850489,1.0
1,0.0,0.0,0.6767077140108874,0.0,0.0,0.5477878099218253,1.0
0,1.0,1.0,0.4160650722164084,0.0,0.0,0.4483469373725304,1.0
0,1.0,1.0,0.584289009059101,0.125,0.8333333333333333,0.5665407176699173,1.0
0,1.0,0.0,0.3662656893461075,0.0,0.0,0.4167698439704556,1.0
1,0.5,0.0,0.6620571768103715,0.0,0.0,0.5105043370132916,1.0
0,1.0,1.0,0.3025785219266238,0.5,0.16666666666666666,0.5573255055537766,0.5
1,0.5,1.0,0.4978259932790342,0.0,0.0,0.4895936900036676,1.0
0,1.0,0.0,0.5421291926909031,0.125,0.0,0.5147917997571257,1.0
1,1.0,0.0,0.4978259932790342,0.0,0.0,0.3464032120058173,0.0
0,0.5,1.0,0.5638056570361273,0.0,0.0,0.5373931885097546,1.0
1,0.5,1.0,0.5579035407552049,0.0,0.0,0.4895936900036676,1.0
1,1.0,0.0,0.3705765930857424,0.0,0.0,0.4412802561987361,0.5
1,0.0,1.0,0.4978259932790342,0.0,0.0,0.5744411836158962,1.0
0,1.0,0.0,0.34894368318324626,0.375,0.16666666666666666,0.5236656813522597,1.0
1,1.0,0.0,0.5794308998041521,0.125,0.8333333333333333,0.5683943213256838,1.0
0,1.0,1.0,0.4978259932790342,0.0,0.0,0.3464032120058173,0.0
0,0.0,1.0,0.40799002034336385,0.375,0.3333333333333333,0.7476408695413723,1.0
1,1.0,0.0,0.4978259932790342,0.0,0.0,0.42022887813169896,0.5
0,1.0,1.0,0.4978259932790342,0.0,0.0,0.42845836148554584,1.0
0,0.0,1.0,0.5897450537859864,0.0,0.0,0.5513742636740908,0.0
1,0.0,0.0,0.4978259932790342,0.125,0.0,0.6765078074468676,0.0
1,1.0,0.0,0.4978259932790342,0.0,0.0,0.39492446436253303,0.5
0,0.5,1.0,0.7324982260379487,0.0,0.0,0.4740870124718861,1.0
0,0.0,1.0,0.4978259932790342,0.125,0.0,0.6350166209398078,0.0
0,0.0,1.0,0.5987240403310208,0.125,0.0,0.5916289642426651,1.0
1,1.0,1.0,0.4978259932790342,0.0,0.0,0.3574588034684496,0.0
0,1.0,1.0,0.42391839883370597,0.0,0.0,0.4483469373725304,1.0
0,1.0,0.0,0.3966623340983409,0.25,0.0,0.5147917997571257,1.0
1,1.0,0.0,0.3662656893461075,0.125,0.0,0.4788163108705553,0.0
0,1.0,0.0,0.5897450537859864,0.125,0.0,0.46493965438866486,1.0
0,0.5,0.0,0.4675096096866259,0.125,0.0,0.5221747008933499,1.0
0,1.0,1.0,0.4978259932790342,0.0,0.0,0.42845836148554584,0.0
1,0.5,0.0,0.3192163198209954,0.125,0.3333333333333333,0.5828794417891092,0.0
1,1.0,0.0,0.40799002034336385,0.0,0.0,0.42022887813169896,0.5
0,1.0,1.0,0.4978259932790342,0.0,0.0,0.4483469373725304,1.0
0,1.0,1.0,0.4978259932790342,0.125,0.0,0.5067685847733391,0.5
1,1.0,0.0,0.4978259932790342,0.0,0.0,0.39492446436253303,0.5
0,1.0,1.0,0.4978259932790342,0.25,0.0,0.524505541988421,0.0
0,1.0,0.0,0.3966623340983409,0.125,0.0,0.5143031687425621,1.0
0,1.0,1.0,0.3455320871135414,0.5,0.16666666666666666,0.5807978374617785,1.0
0,1.0,1.0,0.42391839883370597,0.0,0.0,0.41323668377670053,1.0
1,0.0,0.0,0.6312386886545315,0.125,0.0,0.6209702814681355,0.0
1,0.5,0.0,0.5289318002833451,0.125,0.0,0.5373931885097546,1.0
0,0.0,1.0,0.7236435489390141,0.0,0.16666666666666666,0.6065653810515507,0.0
1,0.0,1.0,0.4978259932790342,0.0,0.0,0.5744411836158962,1.0
1,0.5,0.0,0.42391839883370597,0.0,0.0,0.4740870124718861,1.0
0,1.0,1.0,0.5261076290448421,0.0,0.0,0.3574588034684496,0.0
1,0.5,0.0,0.3390462187492944,0.125,0.3333333333333333,0.552772643984155,1.0
0,1.0,1.0,0.3602944976272512,0.625,0.3333333333333333,0.5850006231744665,1.0
0,1.0,1.0,0.43315207853187637,0.0,0.0,0.3574588034684496,0.0
1,0.0,0.0,0.5794308998041521,0.0,0.0,0.6324753476211937,1.0
0,0.0,1.0,0.6123987547851958,0.125,0.0,0.6390069538657761,1.0
0,1.0,1.0,0.32945315255386226,0.375,0.3333333333333333,0.5541822734678037,1.0
0,0.0,1.0,0.4978259932790342,0.0,0.0,0.5513742636740908,0.0
1,1.0,1.0,0.4978259932790342,0.125,0.16666666666666666,0.5048327479576674,0.0
1,0.5,0.0,0.5289318002833451,0.0,0.0,0.4740870124718861,1.0
0,1.0,1.0,0.40799002034336385,0.0,0.0,0.4556207166226521,1.0
1,1.0,0.0,0.3866391952087103,0.5,0.3333333333333333,0.43828637974458046,1.0
0,1.0,1.0,0.4623461705678389,0.25,0.0,0.4599876370181719,1.0
0,0.5,1.0,0.5475147250141573,0.0,0.0,0.4740870124718861,1.0
0,1.0,0.0,0.3779565283814268,0.625,0.3333333333333333,0.5850006231744665,1.0
0,0.5,1.0,0.42391839883370597,0.0,0.0,0.6173277077533108,1.0
0,1.0,1.0,0.4623461705678389,0.125,0.0,0.49951692650738605,0.0
1,1.0,1.0,0.5475147250141573,0.0,0.0,0.600375001533275,1.0
0,1.0,1.0,0.45626973624712763,0.0,0.0,0.38008805088651243,1.0
0,1.0,1.0,0.4978259932790342,0.0,0.0,0.42845836148554584,1.0
0,1.0,1.0,0.4978259932790342,0.0,0.0,0.4483469373725304,1.0
1,0.5,1.0,0.25522295161564357,0.0,0.3333333333333333,0.5563786095199923,1.0
1,1.0,0.0,0.5353177329359075,0.0,0.0,0.4825135405955714,1.0
0,1.0,1.0,0.43315207853187637,0.0,0.0,0.46303608177156397,1.0
1,1.0,1.0,0.5289318002833451,0.0,0.0,0.4664848597225169,1.0
1,1.0,0.0,0.4978259932790342,0.0,0.0,0.4104045934967647,0.5
0,0.0,1.0,0.4978259932790342,0.0,0.0,0.5865462967907404,1.0
1,0.5,0.0,0.3866391952087103,0.0,0.0,0.4740870124718861,1.0
1,1.0,0.0,0.5533351189055027,0.375,0.0,0.50943500827718,1.0
0,1.0,1.0,0.3779565283814268,0.125,0.5,0.5721802927901016,1.0
0,1.0,1.0,0.4978259932790342,0.0,0.0,0.4483469373725304,1.0
1,0.0,0.0,0.44034960864719086,0.375,0.3333333333333333,0.7476408695413723,1.0
0,1.0,1.0,0.44778803129651024,0.0,0.0,0.4483469373725304,1.0
0,1.0,1.0,0.5289318002833451,0.0,0.0,0.4483469373725304,1.0
0,1.0,1.0,0.4160650722164084,0.0,0.0,0.4167698439704556,1.0
0,0.0,1.0,0.6173277077533108,0.125,0.0,0.6058617298597182,1.0
0,1.0,1.0,0.4623461705678389,0.125,0.3333333333333333,0.5211836891200355,1.0
0,1.0,1.0,0.6807836801695953,0.0,0.0,0.36814570743360975,1.0
0,1.0,1.0,0.4978259932790342,0.0,0.0,0.4483469373725304,1.0
0,0.0,1.0,0.7641101684676139,0.0,0.0,0.573219814815646,0.0
1,0.0,1.0,0.44034960864719086,0.0,0.16666666666666666,0.6070506529741737,0.0
1,0.5,0.0,0.5579035407552049,0.0,0.16666666666666666,0.5261635414246925,1.0
0,0.5,1.0,0.5579035407552049,0.125,0.0,0.5373931885097546,1.0
0,1.0,0.0,0.4978259932790342,0.0,0.0,0.42845836148554584,1.0
0,1.0,1.0,0.4978259932790342,0.0,0.0,0.42845836148554584,1.0
0,0.0,1.0,0.42391839883370597,0.0,0.16666666666666666,0.6220434716091641,1.0
0,1.0,1.0,0.5533351189055027,0.0,0.0,0.4576026105639349,1.0
0,1.0,1.0,0.5760816011568849,0.25,0.0,0.43828637974458046,1.0
0,1.0,1.0,0.4978259932790342,0.0,0.0,0.42845836148554584,1.0
1,1.0,0.0,0.42391839883370597,0.0,0.0,0.38008805088651243,1.0
1,1.0,1.0,0.4978259932790342,0.0,0.0,0.4064512868764628,1.0
0,1.0,1.0,0.5794308998041521,0.0,0.0,0.42845836148554584,1.0
1,1.0,0.0,0.4978259932790342,0.125,0.0,0.5294376382632878,0.5
0,0.0,1.0,0.6209702814681355,0.0,0.0,0.5916289642426651,1.0
0,1.0,0.0,0.369199140685405,0.125,0.0,0.49951692650738605,0.0
0,1.0,1.0,0.43315207853187637,0.0,0.0,0.4483469373725304,1.0
0,1.0,0.0,0.4160650722164084,0.125,0.0,0.46878539403368413,1.0
0,1.0,0.0,0.3866391952087103,0.0,0.0,0.5007246140365249,0.0
0,1.0,1.0,0.42391839883370597,0.0,0.0,0.43828637974458046,1.0
0,1.0,1.0,0.7500261435128601,0.0,0.0,0.39492446436253303,0.5
0,0.5,1.0,0.5289318002833451,0.125,0.0,0.5221747008933499,1.0
0,0.0,1.0,0.44778803129651024,0.0,0.16666666666666666,0.7230864303884497,0.0
0,1.0,0.0,0.3025785219266238,0.5,0.3333333333333333,0.5665407176699173,1.0
0,0.5,1.0,0.42391839883370597,0.25,0.0,0.6173277077533108,1.0
0,1.0,1.0,0.4978259932790342,0.0,0.0,0.4483469373725304,1.0
0,0.5,1.0,0.5506593297652119,0.125,0.0,0.5616233550458076,0.0
1,0.5,0.0,0.5506593297652119,0.0,0.0,0.4895936900036676,1.0
0,0.0,1.0,0.6571603408131788,0.0,0.16666666666666666,0.6220434716091641,1.0
1,1.0,1.0,0.3627757623140379,0.125,0.0,0.4788163108705553,0.0
0,1.0,1.0,0.4978259932790342,0.0,0.0,0.39492446436253303,0.5
1,1.0,1.0,0.44778803129651024,0.0,0.0,0.3385927797715229,1.0
1,1.0,0.0,0.4978259932790342,0.125,0.16666666666666666,0.5251623727298073,0.0
0,1.0,1.0,0.6123987547851958,0.0,0.0,0.3192163198209954,1.0
0,1.0,1.0,0.5533351189055027,0.0,0.0,0.42845836148554584,0.0
0,1.0,1.0,0.4160650722164084,0.0,0.0,0.3270734992848313,1.0
0,1.0,0.0,0.6209702814681355,0.125,0.0,0.5021740067115567,1.0
1,0.5,0.0,0.5289318002833451,0.125,0.0,0.5373931885097546,1.0
0,0.5,1.0,0.45626973624712763,0.0,0.0,0.4895936900036676,1.0
0,0.5,1.0,0.44034960864719086,0.0,0.0,0.5036183592515595,0.0
1,0.0,0.0,0.40799002034336385,0.0,0.3333333333333333,0.5441088367694055,1.0
0,0.0,1.0,0.5760816011568849,0.125,0.0,0.5951117782251508,1.0
0,1.0,1.0,0.3779565283814268,0.0,0.0,0.4636260514577839,1.0
0,0.0,1.0,0.44778803129651024,0.0,0.0,0.6288284496418153,0.0
0,1.0,0.0,0.4978259932790342,0.0,0.3333333333333333,0.5048327479576674,0.0
1,1.0,0.0,0.43315207853187637,0.0,0.0,0.39492446436253303,1.0
1,1.0,0.0,0.44778803129651024,0.125,0.0,0.50943500827718,1.0
0,1.0,1.0,0.40799002034336385,0.0,0.0,0.3129234508160277,0.5
0,0.5,1.0,0.3966623340983409,0.0,0.0,0.4795580903960572,1.0
0,0.5,1.0,0.40799002034336385,0.125,0.16666666666666666,0.575422801995535,1.0
1,1.0,1.0,0.4675096096866259,0.0,0.0,0.4117376275840675,1.0
0,1.0,0.0,0.35449345011636557,0.25,0.3333333333333333,0.5721802927901016,1.0
0,0.5,1.0,0.5751692128189579,0.0,0.3333333333333333,0.5373931885097546,1.0
0,0.5,1.0,0.5987240403310208,0.0,0.0,0.4895936900036676,1.0
0,0.5,1.0,0.6440067577201629,0.0,0.0,0.4831194762383486,1.0
1,0.0,0.0,0.43315207853187637,0.125,0.0,0.6091169191124597,1.0
0,1.0,1.0,0.6643156416059758,0.0,0.0,0.4483469373725304,1.0
0,1.0,1.0,0.5931617940366414,0.0,0.3333333333333333,0.5021740067115567,1.0
0,1.0,1.0,0.4978259932790342,0.0,0.0,0.3731893282781017,1.0
0,0.0,1.0,0.6440067577201629,0.0,0.16666666666666666,0.606120266755964,0.0
1,1.0,0.0,0.3779565283814268,0.0,0.0,0.3836826214666587,0.5
0,1.0,1.0,0.5353177329359075,0.0,0.0,0.4483469373725304,1.0
0,1.0,1.0,0.4978259932790342,0.0,0.0,0.4599876370181719,1.0
0,1.0,1.0,0.4978259932790342,1.0,0.3333333333333333,0.6123987547851958,1.0
0,1.0,1.0,0.6068484163993966,0.0,0.16666666666666666,0.5118652871156263,1.0
1,0.5,0.0,0.5897450537859864,0.0,0.0,0.508479511676847,1.0
0,1.0,1.0,0.4623461705678389,0.0,0.0,0.4064512868764628,1.0
0,1.0,1.0,0.3866391952087103,0.0,0.0,0.4599876370181719,1.0
0,1.0,1.0,0.27981739789987237,0.5,0.16666666666666666,0.5807978374617785,1.0
1,1.0,1.0,0.35449345011636557,0.0,0.3333333333333333,0.5204419095945336,1.0
1,0.0,0.0,0.4978259932790342,0.0,0.16666666666666666,0.5971016752349488,1.0
0,1.0,0.0,0.6123987547851958,0.125,0.6666666666666666,0.5541822734678037,1.0
0,0.0,1.0,0.4978259932790342,0.0,0.0,0.5326511002294694,1.0
0,1.0,1.0,0.4978259932790342,0.0,0.0,0.600375001533275,1.0
0,0.0,1.0,0.6936065394812824,0.0,0.0,0.5709516741722765,1.0
0,1.0,1.0,0.32945315255386226,0.5,0.16666666666666666,0.5573255055537766,0.5
1,1.0,0.0,0.27981739789987237,0.125,0.16666666666666666,0.4783210927660373,1.0
0,1.0,1.0,0.42391839883370597,0.0,0.0,0.43828637974458046,1.0
0,0.0,1.0,0.667162051622284,0.0,0.0,0.5639422675721453,0.0
0,1.0,1.0,0.3966623340983409,0.125,0.16666666666666666,0.4167698439704556,1.0
0,1.0,1.0,0.4978259932790342,0.375,0.16666666666666666,0.5312146059569067,1.0
0,0.0,0.0,0.6376558435166434,0.0,0.0,0.5557893189889982,0.0
0,0.5,1.0,0.5353177329359075,0.0,0.0,0.4895936900036676,1.0
0,1.0,1.0,0.5705895260910279,0.0,0.0,0.0,1.0
0,1.0,0.0,0.4978259932790342,1.0,0.3333333333333333,0.6123987547851958,1.0
0,0.5,1.0,0.4978259932790342,0.0,0.0,0.5036365094258258,0.0
0,1.0,1.0,0.35449345011636557,0.5,0.3333333333333333,0.5683943213256838,1.0
1,0.5,1.0,0.27981739789987237,0.25,0.16666666666666666,0.5777444618916184,1.0
1,1.0,0.0,0.32945315255386226,0.0,0.3333333333333333,0.5246402803930382,1.0
0,0.0,1.0,0.4978259932790342,0.0,0.0,0.5882403550029343,1.0
1,1.0,0.0,0.4978259932790342,0.125,0.0,0.5067685847733391,0.5
1,0.0,1.0,0.6123987547851958,0.0,0.0,0.5477878099218253,1.0
0,1.0,1.0,0.5897450537859864,0.125,0.16666666666666666,0.5067685847733391,0.5
0,1.0,1.0,0.5705895260910279,0.0,0.0,0.42845836148554584,1.0
1,0.5,0.0,0.5475147250141573,0.0,0.0,0.4895936900036676,1.0
0,0.5,1.0,0.40799002034336385,0.0,0.0,0.4895936900036676,1.0
1,1.0,0.0,0.40799002034336385,0.125,0.0,0.4167698439704556,1.0
1,0.5,1.0,0.3192163198209954,0.125,0.16666666666666666,0.5373931885097546,1.0
1,0.0,0.0,0.6068484163993966,0.0,0.0,0.5513742636740908,0.0
1,0.0,0.0,0.6767077140108874,0.0,0.0,0.6765078074468676,0.0
0,1.0,1.0,0.4978259932790342,0.0,0.0,0.39492446436253303,0.5
0,1.0,1.0,0.5987240403310208,0.0,0.16666666666666666,0.4566282950488676,1.0
1,1.0,0.0,0.4978259932790342,0.0,0.0,0.39492446436253303,0.5
0,0.5,0.0,0.44778803129651024,0.0,0.0,0.4895936900036676,1.0
0,1.0,1.0,0.4978259932790342,0.0,0.0,0.4664848597225169,1.0
0,1.0,1.0,0.4978259932790342,1.0,0.3333333333333333,0.6123987547851958,1.0
0,1.0,1.0,0.5579035407552049,0.0,0.0,0.3072599427693445,1.0
0,1.0,1.0,0.6158169949398109,0.0,0.0,0.3464032120058173,0.0
1,1.0,1.0,0.3966623340983409,0.0,0.0,0.4483469373725304,1.0
0,1.0,0.0,0.3025785219266238,0.0,0.16666666666666666,0.47030913785405226,1.0
0,1.0,1.0,0.5475147250141573,0.125,0.0,0.50943500827718,1.0
1,1.0,1.0,0.4623461705678389,0.0,0.0,0.5163572949158793,0.0
1,1.0,0.0,0.3779565283814268,0.0,0.0,0.39492446436253303,0.5
1,0.0,1.0,0.5897450537859864,0.0,0.0,0.5647115128375297,0.0
0,1.0,1.0,0.44778803129651024,0.0,0.0,0.3270734992848313,1.0
1,0.5,0.0,0.5638056570361273,0.0,0.0,0.5221747008933499,1.0
0,1.0,1.0,0.43315207853187637,0.0,0.0,0.36814570743360975,1.0
0,0.5,1.0,0.5353177329359075,0.0,0.0,0.4895936900036676,1.0
0,1.0,1.0,0.4978259932790342,0.125,0.0,0.39492446436253303,0.5
1,0.0,0.0,0.5421291926909031,0.125,0.0,0.6599819216588341,0.0
1,1.0,0.0,0.4675096096866259,0.0,0.0,0.43828637974458046,1.0
0,0.5,1.0,0.5987240403310208,0.125,0.0,0.55026334283178,1.0
1,0.0,0.0,0.5475147250141573,0.0,0.0,0.619577765866929,0.0
0,0.5,1.0,0.5353177329359075,0.0,0.0,0.4740870124718861,1.0
1,1.0,1.0,0.3779565283814268,0.0,0.0,0.4483469373725304,1.0
0,0.5,1.0,0.4675096096866259,0.0,0.0,0.4895936900036676,1.0
0,1.0,1.0,0.6440067577201629,0.0,0.0,0.4483469373725304,1.0
0,1.0,1.0,0.4978259932790342,0.0,0.0,0.42845836148554584,1.0
1,0.0,1.0,0.5794308998041521,0.125,0.0,0.6455065498742252,1.0
0,1.0,1.0,0.43315207853187637,0.0,0.0,0.4643639909155534,1.0
1,0.5,1.0,0.40799002034336385,0.0,0.0,0.4740870124718861,1.0
0,1.0,1.0,0.41942886007996905,0.0,0.0,0.36814570743360975,1.0
0,0.5,1.0,0.3966623340983409,0.0,0.0,0.4895936900036676,1.0
0,1.0,0.0,0.4978259932790342,0.375,0.16666666666666666,0.5312146059569067,1.0
1,0.0,0.0,0.5638056570361273,0.125,0.0,0.6390069538657761,1.0
0,1.0,1.0,0.5289318002833451,0.0,0.0,0.4064512868764628,1.0
0,0.5,1.0,0.6807836801695953,0.0,0.0,0.4961343875757615,1.0
1,1.0,0.0,0.3390462187492944,0.5,0.3333333333333333,0.5683943213256838,1.0
0,0.5,1.0,0.44778803129651024,0.0,0.0,0.4740870124718861,1.0
0,1.0,0.0,0.4978259932790342,0.0,0.0,0.3774141876810806,1.0
0,0.5,1.0,0.6068484163993966,0.125,0.0,0.5373931885097546,1.0
1,0.5,0.0,0.34894368318324626,0.0,0.3333333333333333,0.5429282407860633,1.0
0,0.5,1.0,0.40799002034336385,0.0,0.0,0.4740870124718861,1.0
0,0.5,1.0,0.5533351189055027,0.0,0.0,0.48076851572491497,1.0
0,1.0,0.0,0.4978259932790342,0.125,0.0,0.49951692650738605,0.0
1,1.0,0.0,0.4978259932790342,0.125,0.0,0.5067685847733391,0.5
0,0.5,1.0,0.5289318002833451,0.0,0.0,0.4740870124718861,1.0
0,1.0,1.0,0.43315207853187637,0.0,0.0,0.3360274863599648,1.0
0,1.0,1.0,0.5353177329359075,0.0,0.0,0.3464032120058173,0.0
0,0.0,1.0,0.6068484163993966,0.25,0.0,0.6455065498742252,0.5
0,1.0,0.0,0.45626973624712763,0.0,0.0,0.4064512868764628,1.0
1,0.5,0.0,0.44778803129651024,0.0,0.3333333333333333,0.5021740067115567,1.0
1,0.0,1.0,0.5760816011568849,0.125,0.16666666666666666,0.5939371525276729,1.0
0,0.5,1.0,0.6571603408131788,0.125,0.0,0.5373931885097546,1.0
0,1.0,1.0,0.4978259932790342,0.0,0.0,0.36814570743360975,1.0
0,1.0,0.0,0.5289318002833451,0.125,0.16666666666666666,0.47030913785405226,1.0
0,0.0,1.0,0.6994517549420707,0.0,0.0,0.5477878099218253,1.0
0,1.0,1.0,0.5353177329359075,0.125,0.0,0.5118652871156263,1.0
0,1.0,0.0,0.5947186662152916,0.0,0.3333333333333333,0.5192082852064193,1.0
1,1.0,0.0,0.5289318002833451,0.0,0.3333333333333333,0.5048327479576674,0.0
1,0.0,0.0,0.4978259932790342,0.0,0.0,0.6288284496418153,0.0
1,0.0,0.0,0.5353177329359075,0.0,0.0,0.6404030247022602,1.0
1,0.0,0.0,0.5638056570361273,0.0,0.0,1.0,0.0
1,0.5,0.0,0.6376558435166434,0.0,0.16666666666666666,0.5373931885097546,1.0
0,1.0,1.0,0.4978259932790342,0.0,0.0,0.39492446436253303,0.5
1,1.0,1.0,0.3192163198209954,0.5,0.3333333333333333,0.5683943213256838,1.0
0,0.0,1.0,0.6494195154377587,0.125,0.16666666666666666,0.6312386886545315,1.0
0,0.0,1.0,0.5897450537859864,0.0,0.0,0.0,1.0
0,1.0,0.0,0.4978259932790342,0.0,0.0,0.39492446436253303,0.5
0,0.5,1.0,0.5705895260910279,0.0,0.0,0.4740870124718861,1.0
0,1.0,1.0,0.3779565283814268,0.5,0.16666666666666666,0.5807978374617785,1.0
1,1.0,1.0,0.45626973624712763,0.125,0.0,0.4064512868764628,1.0
1,0.0,0.0,0.6767077140108874,0.0,0.16666666666666666,0.6867806947468754,1.0
1,0.0,0.0,0.5638056570361273,0.0,0.0,0.6729265007057594,1.0
0,0.0,1.0,0.4978259932790342,0.0,0.0,0.5647115128375297,1.0
1,1.0,1.0,0.45626973624712763,0.0,0.0,0.0,1.0
1,0.5,0.0,0.5947186662152916,0.0,0.16666666666666666,0.5182236662660242,1.0
0,0.0,1.0,0.5760816011568849,0.0,0.16666666666666666,0.558774541820896,0.0
1,1.0,0.0,0.4978259932790342,0.0,0.0,0.39492446436253303,0.5
1,0.0,0.0,0.7080481167228496,0.125,0.0,0.624236700310742,1.0
0,1.0,0.0,0.6123987547851958,0.0,0.0,0.39492446436253303,1.0
0,0.5,1.0,0.4978259932790342,0.0,0.0,0.0,1.0
0,1.0,1.0,0.3455320871135414,0.5,0.16666666666666666,0.5573255055537766,0.5
1,1.0,0.0,0.5638056570361273,0.125,0.16666666666666666,0.5197013443584122,1.0
0,1.0,1.0,0.7236435489390141,0.0,0.0,0.39492446436253303,0.5
0,1.0,1.0,0.4978259932790342,0.0,0.0,0.4167698439704556,1.0
0,1.0,1.0,0.3779565283814268,0.0,0.0,0.4664848597225169,1.0
1,1.0,1.0,0.40799002034336385,0.0,0.0,0.4483469373725304,1.0
0,0.0,1.0,0.4978259932790342,0.0,0.0,0.5373931885097546,1.0
0,1.0,1.0,0.5533351189055027,0.0,0.0,0.4599876370181719,0.0
1,1.0,1.0,0.5353177329359075,0.0,0.0,0.4664848597225169,1.0
0,1.0,1.0,0.43315207853187637,0.0,0.0,0.42845836148554584,1.0
1,0.5,1.0,0.5987240403310208,0.0,0.0,0.4895936900036676,1.0
1,1.0,0.0,0.43315207853187637,0.0,0.0,0.39492446436253303,0.5
1,0.0,0.0,0.4623461705678389,0.0,0.0,0.6264965261228748,1.0
1,0.0,0.0,0.40799002034336385,0.125,0.0,0.6478248908169066,0.0
0,0.5,1.0,0.5705895260910279,0.0,0.0,0.4833802752555048,0.0
0,1.0,0.0,0.44778803129651024,0.0,0.0,0.4624604551702352,1.0
0,1.0,1.0,0.44778803129651024,0.0,0.0,0.42845836148554584,1.0
